Ticker (all values in $ billions),"Market Capitalization Growth %, YoY FY 2013","S&P 500 Growth %, YoY FY 2013",Relative Performance to S&P 500,- Cash & Equivalents FY 2012,"- Cash & Equivalents Growth %, YoY FY 2012",+ Preferred & Other FY 2012,"+ Preferred & Other Growth %, YoY FY 2012",+ Total Debt FY 2012,"+ Total Debt Growth %, YoY FY 2012",Net Debt to EBITDA FY 2012,Enterprise Value FY 2012,Enterprise Value to Revenue FY 2012,Enterprise Value to EBITDA FY 2012,Enterprise Value to Free Cash Flow FY 2012,"Enterprise Value Growth %, YoY FY 2012","Revenue, Adj FY 2012","Revenue Growth %, YoY FY 2012","Gross Profit, Adj FY 2012",Gross Margin % FY 2012,"EBITDA, Adj FY 2012",EBITDA Margin % FY 2012,"EBITDA Growth %, YoY FY 2012","Net Income, Adj FY 2012",Net Income Margin % FY 2012,"Net Income Growth %, YoY FY 2012","EPS, Adj FY 2012","EPS Growth %, YoY FY 2012",Cash from Operations FY 2012,"Cash from Operations Growth %, YoY FY 2012",Capital Expenditures FY 2012,"Capital Expenditures Growth %, YoY FY 2012",Free Cash Flow FY 2012,"Free Cash Flow Growth %, YoY FY 2012",Return on Common Equity FY 2012,Return on Assets FY 2012,Return on Capital FY 2012,Return on Invested Capital FY 2012,Operating Margin FY 2012,Sustainable Growth Rate FY 2012,Altman's Z-Score FY 2012,Cash Ratio FY 2012,Current Ratio FY 2012,Quick Ratio FY 2012,CFO/CapEx FY 2012,Weighted Average Cost of Cap FY 2012,Sales per Employee FY 2012,WACC Economic Value Added FY 2012,Asset Turnover FY 2012,Total Debt to Total Equity FY 2012,Price to Sales Ratio FY 2012,R & D Expenditure to Net Sales FY 2012,Total Debts to Total Capital FY 2012,Trailing 12M EBIT Margin FY 2012,Interest Expense FY 2012,EBIT to Interest Expense FY 2012,Price Earnings Ratio (P/E) FY 2012,Total Invested Capital FY 2012,Earnings Yield FY 2012
CHD ,0.238895643,0.296,-0.057104357,343,0.364359586,0.2,0,903.2,2.57986524,0.889065228,7994.9052,2.736200828,12.6883117,17.80206012,0.227688901,2921.9,0.06278,1291.4,0.441972689,630.1,0.215647353,0.106020713,349.8,0.119716623,0.129844961,1.225,0.153483992,523.6,0.195979899,-74.5,-0.027415144,449.1,0.243355482,0.170572,0.096955,0.136504,0.120106,0.186557,0.104986,6.9129,0.4727,1.2869,0.8904,7.0282,0.061593211,664068.1818,329.4008783,0.809872916,43.82126049,2.568587905,0.01875492,30.46925075,0.186556693,14,38.93571429,21.86530612,3359.2,0.045734553
DRE ,0.266654144,0.296,-0.029345856,33.889,-0.841498721,660.342,-0.231160974,4446.17,0.167099653,10.88968113,8948.22,8.562242663,22.08455501,-11.77470186,0.192709181,1045.079,-0.134896,—,0,405.18,0.387702748,0.017738459,-126.145,-0.120703794,-5.01531067,-0.52,1.361489555,299.157,-0.113706053,-1059.11,0.291219643,-759.953,0.574369747,-0.064914,-0.010159,-0.011107,0.009614,0.136215,#VALUE!,—,—,—,—,0.2825,0.062363835,1244141.667,-527.9901644,0.143510079,169.3057966,3.555494848,#VALUE!,62.86749069,0.136214583,229.417,0.620507635,#N/A N/A,7072.288,-0.037490988
FRT ,0.003276203,0.296,-0.292723797,36.988,-0.454502551,128.1984,0.069796319,2208.602,0.046527452,5.485245049,9041.9151,14.92579966,22.83882865,257.6264382,0.140350016,605.791,0.095346,—,0,395.901,0.653527372,0.117527839,151.384,0.249894766,0.055853141,2.143,0.078618885,296.633,0.212176813,-261.536,0.063072364,35.097,-27.83256881,0.121941,0.040166,0.044321,0.072517,0.419059,-0.026691,—,—,—,—,1.1342,0.066137038,2366371.094,-99.86453874,0.160161009,157.1944174,10.96896722,#VALUE!,61.11890724,0.419058718,113.336,2.23990612,48.53956661,3613.615,0.02060175
MGM ,1.025270074,0.296,0.729270074,1543.509,-0.172786191,3750.468,-0.011902065,13589.562,0.008863661,11.94780619,21491.2094,2.345985741,21.31592852,44.16715866,0.048431221,9160.844,0.167089,3239.562,0.35363139,1008.223,0.110057872,-0.793154985,-1767.691,-0.192961587,-1.567543184,-1.1464,-5.416024653,909.351,0.346935239,-422.763,0.403390607,486.588,0.30144805,-0.338245,-0.065408,-0.039561,-0.017344,0.00879,#VALUE!,0.7471,0.8015,1.3019,1.0319,2.151,0.065651067,#N/A N/A,-1427.994434,0.338970292,167.4412914,0.621320516,0,62.60861609,0.008790238,1116.358,0.072132775,#N/A N/A,24381.62,-0.098489519
FOX ,0.420640282,0.296,0.124640282,9626,-0.240851735,1142,0.392682927,15455,-0.002581478,1.05693563,60088.9688,2.398665474,10.89555191,26.47091137,0.198662836,25051,0.033798,9388,0.374755499,5515,0.220150892,0.21690203,1179,0.047063989,-0.569550931,1.2037,0.279035172,2834,-0.06714944,-564,-0.093247588,2270,-0.060430464,0.043066,0.019875,0.049074,0.080178,0.188256,0.036967,2.8235,1.0009,2.0223,1.6881,5.0248,0.098614411,521895.8333,-681.0935684,0.422292086,59.84279408,2.223572312,0,37.43853104,0.188255958,1032,4.569767442,18.51781083,42267,0.054002064
JBHT ,0.291419641,0.296,-0.004580359,5.589,0.025504587,0,0,685.347,-0.08520016,0.895165177,7697.4329,1.522742503,10.13665729,70.91140396,0.279946162,5054.98,0.116668,658.169,0.130202098,759.366,0.150221366,0.153743072,310.354,0.061395693,0.20757492,2.4979,0.227228063,548.044,-0.137878092,-439.494,-0.125005475,108.55,-0.186342853,0.456603,0.131173,0.233416,0.175464,0.104887,0.333857,6.4465,0.0111,1.103,0.938,1.247,0.092140813,306827.3141,154.8555829,2.136521066,86.54901119,1.388773867,0,46.39478421,0.104886666,25.56,20.74334898,23.90375406,1941.868,0.041834433
LRCX ,0.019508963,0.296,-0.276491037,2862.683,0.348892471,0,0,1463.265,0.968685673,-4.133466053,5684.1772,2.132745858,16.78937494,14.50948345,0.434634811,2665.192,-0.176824,1084.069,0.406750808,338.558,0.127029497,-0.614856594,168.723,0.063306133,-0.76687604,1.7458,-0.704517374,499.028,-0.433584404,-107.272,-0.158617985,391.756,-0.480107706,0.044391,0.027984,0.040962,0.039871,0.089199,#VALUE!,3.6723,2.0062,3.0941,2.5429,4.652,0.117192769,#N/A N/A,-577.286116,0.442043007,28.51378498,1.768157491,0.166801866,22.18733577,0.089199202,38.962,6.101663159,21.73757393,6625.039,0.046003294
MHK ,0.729935267,0.296,0.433935267,477.672,0.531269935,0,-1,1382.942,-0.128272817,1.372034901,7161.5419,1.237312828,10.85409373,18.8811427,0.320158317,5787.98,0.025827,1490.058,0.257440074,659.801,0.113995038,0.07586307,250.258,0.043237537,0.438909396,3.7139,0.309555712,587.59,0.952171645,-208.294,-0.244142206,379.296,13.92116444,0.070145,0.04001,0.061637,0.058297,0.065568,0.070145,4.373,0.5764,3.0774,1.3653,2.821,0.10692906,230596.8127,-297.2975075,0.92534304,37.17968812,1.078328598,0,27.10291052,0.065568298,74.713,5.07954439,24.35975866,5380.327,0.04105131
PNR ,0.513557553,0.296,0.217557553,261.3,4.217964335,116.4,0.020488677,2457.4,0.877186161,14.14101739,12442.315,2.888992988,80.11793303,-244.9274606,1.672193283,4306.8,0.245933,1265.9,0.293930528,155.3,0.036059255,-0.254565963,-107.2,-0.02489087,13.38926174,1.6967,-0.144894668,43.7,-0.863533879,-94.5,0.288378688,-50.8,-1.205769651,-0.025818,-0.013018,-0.009588,0.023815,-0.001115,#VALUE!,2.7948,0.1588,1.9478,0.9336,0.4624,0.101862138,145010.101,-650.5079541,0.523018593,37.87899807,1.453912418,0.021431225,27.47263804,-0.001114517,70.2,-0.068376068,28.96874794,9335.6,0.034519959
VRTX ,0.907941733,0.296,0.611941733,1321.215,0.363592735,235.202,1.537211033,428.877,0.0721925,-22.02053155,8447.1838,5.531729841,208.4540582,42.94428498,0.304631781,1527.042,0.082528,1247.157,0.816714275,40.523,0.026536926,-0.727779606,-107.032,-0.070091065,-4.619124907,0.0462,-0.947937796,267.841,0.863436185,-71.14,1.056366527,196.701,0.802281473,-0.119855,-0.043127,-0.026618,-0.033026,0.001527,#VALUE!,2.6024,3.054,3.6743,3.3851,3.765,0.083160917,694110,-188.1440264,0.615300123,34.74426879,5.815516142,0.527938983,25.78534071,0.001527135,16.653,0.140034829,907.8499772,1383.607,0.001101504
FB ,1.204415652,0.296,0.908415652,9626,1.463152508,0,-1,2356,2.480059084,-6.124684078,55871.9047,10.97895553,47.06984389,148.2013387,0,5089,0.371328,3725,0.731970918,1187,0.233248182,-0.429052429,32,0.006288072,-0.952095808,0.01,-0.97826087,1612,0.040671401,-1235,1.037953795,377,-0.600212089,0.00399,0.002986,0.00594,0.005852,0.105718,0.00399,11.8987,9.1502,10.7101,9.8337,1.3053,0.044696971,1101753.626,-561.1022873,0.474853037,20.04253509,10.49304345,0.274906661,16.69619446,0.105718216,51,10.54901961,2661.969,14133,0.000375662
URI ,0.718049647,0.296,0.422049647,106,1.944444444,0,0,7364,1.420775805,4.877688172,11490.6324,2.791020743,7.722199194,-17.73245741,1.36236825,4117,0.576791,1587,0.38547486,1488,0.361428224,0.698630137,75,0.018217148,-0.257425743,2.8881,0.539991468,721,0.178104575,-1369,0.690123457,-648,2.272727273,0.089445,0.009889,#VALUE!,0.074577,0.143551,0.089445,1.0645,0.0785,0.9941,0.6654,0.5267,0.089087299,#N/A N/A,212.0273367,0.542817589,467.8526048,0.917255089,0,82.38979638,0.143551129,#N/A N/A,#N/A N/A,15.76125985,9964,0.063446705
ARE ,0.032813071,0.296,-0.263186929,140.971,0.794917175,441.207,0.006793236,3181.949,0.144889079,8.488139965,7866.3038,13.69250631,21.95684667,-27.53652422,0.065204779,574.497,0.070265,—,0,358.262,0.623609871,0.037977251,67.63,0.117720371,-0.336785227,0.985,-0.355788097,305.533,0.237176061,-591.201,-0.195719308,-285.668,-0.414744278,0.022333,0.014883,0.016365,0.025782,0.289396,-0.026998,—,—,—,—,0.5168,0.065863521,2647451.613,-345.9519163,0.083720015,90.83346607,7.500344073,#VALUE!,47.59828973,0.289395767,69.184,2.403113437,70.37849253,6685.007,0.014208886
ABMD ,-0.173013316,0.296,-0.469013316,77.223,0.280391962,0,0,0,0,-13.1869877,794.2394,6.284782591,135.6283128,420.4549497,0.629032589,126.375,0.24937,101.868,0.806077151,5.856,0.046338279,-1.809175073,1.495,0.011829871,-1.127179923,0.0217,-1.066158537,3.634,1.308767471,-1.745,-0.0327051,1.889,-9.213043478,0.012941,0.010473,0.012941,0.007719,0.012028,0.012941,17.5572,3.4451,4.9315,4.3578,2.0825,0.135973123,318324.937,-16.31068107,0.885292068,0,6.738034105,0.214908012,0,0.012027695,0,#N/A N/A,1021.074913,126.527,0.00097936
DAL ,1.314349301,0.296,1.018349301,3374,-0.066666667,0,0,12709,-0.078456965,2.495989305,19441.1421,0.53016477,5.198166337,38.26996476,0.142652917,36670,0.044283,—,0,3740,0.101990728,0.06918239,1009,0.02751568,0.181498829,1.8288,0.298771394,2476,-0.126323218,-1968,0.56937799,508,-0.678481013,#VALUE!,0.022919,#VALUE!,0.273451,0.059313,#VALUE!,1.0442,0.2543,0.6234,0.3818,1.2581,0.057955823,495540.5405,648.665339,0.832945292,#N/A N/A,0.27352468,#VALUE!,120.1455852,0.05931279,#N/A N/A,#N/A N/A,6.490509748,8427,0.154071104
UAL ,0.61804962,0.296,0.32204962,6543,-0.157047153,0,0,13166,0.033843738,4.242793081,15093.1895,0.406255101,9.668923447,-13.96224746,0.342003186,37152,0.001132,—,0,1561,0.042016581,-0.536657762,-723,-0.019460594,-1.860714286,1.7795,-0.531772135,935,-0.611710963,-2016,1.4,-1081,-1.689413265,-0.632269,-0.019123,-0.014496,-0.012552,0.00105,#VALUE!,1.0424,0.5105,0.784,0.6148,0.4638,0.055864021,422181.8182,-3625.445518,0.982649175,2737.214137,0.208300495,0,96.47541584,0.001049742,798,0.04887218,13.13883216,10954,0.076110265
NWS ,0,0.296,-0.296,1133,-0.439663699,110,0.157894737,0,0,0.571933367,—,0,0,0,0,8654,-0.048488,3532,0.408134966,-1981,-0.228911486,-2.667508418,-2075,-0.239773515,-4.060471976,0.4725,0,851,-0.360631104,-375,-0.316939891,476,-0.391304348,-0.195404,-0.137883,#VALUE!,-0.166088,-0.284724,#VALUE!,—,0.4593,1.2627,1.0142,2.2693,0.10767738,#N/A N/A,-3735.593642,0.575054821,0,#N/A N/A,0,0,-0.284723827,#N/A N/A,#N/A N/A,#N/A N/A,10361,#VALUE!
CNC ,0.519958199,0.296,0.223958199,982.053,0.394571405,0.711,-0.094267516,538.854,0.532672693,-2.54712069,1703.0112,0.209989051,9.78742069,8.644726904,0.024739812,8110,0.556181,1241,0.153020962,174,0.021454994,-0.336207225,2,0.000246609,-0.982017299,0.9994,-0.129669947,279,0.066122524,-82,0.112497965,197,0.04793923,0.002118,0.000806,0.000977,0.047668,0.013317,0.002118,4.4906,0.7989,1.1436,1.0034,3.4024,0.093245495,1192647.059,-90.34630163,3.267367559,56.49744644,0.260404933,0,36.10119381,0.013316893,20,5.4,20.51200978,1493.402,0.048751927
MAC ,0.033823056,0.296,-0.262176944,65.793,-0.021636331,338.722,-0.03584258,5261.37,0.250898106,10.71980168,13550.9577,16.99143429,27.95908503,-15.08311567,0.212385367,797.517,0.044731,—,0,484.671,0.607724976,0.091746426,338.003,0.423819179,1.154724414,0.3339,-0.832774077,351.296,0.480481278,-1249.715,4.059349584,-898.419,91.37291795,0.114755,0.039122,0.045661,0.033102,0.203069,-0.010102,—,—,—,—,0.2811,0.074178822,740498.6072,-562.6966996,0.092467036,154.0100537,9.800551085,#VALUE!,60.63147953,0.203069025,164.392,0.985151346,174.578078,8677.621,0.005728096
MLM ,0.066002115,0.296,-0.229997885,25.394,-0.024133426,39.754,0.005335963,1047.859,-0.011532105,3.066956425,5399.2876,2.657259187,16.19554684,75.33959758,0.194056432,2031.901,0.185739,327.134,0.160998986,333.381,0.164073446,-0.003094948,83.974,0.041327801,0.027556839,2.3428,0.351329526,222.689,-0.14050885,-151.023,-0.027934579,71.666,-0.30911685,0.059559,0.02678,0.051901,0.05274,0.076859,0.00796,3.4113,0.1465,4.0407,1.4391,1.4745,0.095309642,410650.9701,-127.4266807,0.644153483,72.25123923,2.126414545,0,41.94526527,0.07685906,53.339,2.927876413,40.24253082,2725.691,0.024849332
PYPL ,0,0.296,-0.296,—,0,0,0,—,0,0,—,0,0,0,0,5662,0.258502,—,0,1262,0.222889438,0,778,0.137407277,0.691304348,—,0,1565,0,-511,0,1054,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.155422,#VALUE!,—,—,—,—,3.0626,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.119569057,#N/A N/A,0.155422112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!
COTY ,0,0.296,-0.296,609.4,0.19303054,107.9,0.099898063,2460.3,-0.061813606,50.70958904,—,0,0,0,0,4611.3,0.128533,2787.3,0.604449938,36.5,0.007915338,-0.926158204,-324.4,-0.070348925,-6.257698541,0.546,0.336270191,589.3,0.411497006,-177.4,1.139927624,411.9,0.231022116,-0.271294,-0.049918,-0.062532,-0.048677,-0.045432,#VALUE!,—,0.3186,1.1179,0.622,3.3219,0.04859689,384275,-527.7235758,0.709578143,216.2901099,#N/A N/A,0.008739401,68.38345656,-0.045431874,81.8,-2.561124694,#N/A N/A,3943.7,#VALUE!
DISH ,0.609959406,0.296,0.313959406,7324.43,2.401988402,34.761,24.42867593,11887.684,0.58634035,2.052891748,21084.6746,1.599585793,9.485458076,19.7692115,0.166567334,13181.334,-0.061719,3675.344,0.278829442,2222.842,0.168635587,-0.422642491,636.687,0.048302167,-0.579996002,2.291,-0.21859545,2011.875,-0.218348733,-945.334,0.213670473,1066.541,-0.405817803,#VALUE!,0.044138,0.103293,0.07779,0.095465,#VALUE!,2.155,1.836,2.3084,2.0553,2.1282,0.06976951,376609.5429,573.7804263,0.913789086,16596.42039,1.243395365,0,99.40106923,0.095465148,536.236,2.34664961,15.8879394,13566.107,0.062940824
ALXN ,0.434072421,0.296,0.138072421,989.501,0.829478705,0,0,149,0,-1.962755561,17409.8333,15.35104346,40.65580781,44.78217879,0.368294897,1134.114,0.447625,1007.9,0.888711364,428.225,0.377585498,0.723641735,254.822,0.224688171,0.453509397,1.3684,0.395899215,410.613,0.520315902,-21.846,-0.00618688,388.767,0.566964394,0.164118,0.127147,0.15952,0.160119,0.356523,0.164118,19.3413,2.7479,4.1534,3.5688,18.7958,0.090359339,826011.6533,175.0675563,0.56588124,7.560189766,15.7425216,0.196392955,7.028799207,0.356523242,7.402,54.62550662,68.50346171,2194.155,0.014597802
RE ,0.310811472,0.296,0.014811472,537.05,0.197032883,0,0,818.161,6.36E-05,0,5934.5159,1.205513904,0,8.543395496,0.214079003,4922.81,0.048754,—,0,—,0,0,822.293,0.167037322,-11.21659668,18.0971,-11.46075145,694.632,0.053238719,0,0,694.632,0.053238719,0.128435,0.042872,0.121364,0.050087,0.201757,0.112753,—,—,—,—,—,0.070032934,4738026.949,-333.628993,0.254596529,12.15066473,1.159042356,#VALUE!,10.83423336,#VALUE!,53.683,#N/A N/A,6.075572496,18938.367,0.164593543
WCG ,0.464843973,0.296,0.168843973,1320.8,-0.133143922,0,0,135,-0.076923077,-3.570611262,918.2105,0.123931772,2.764861488,-4.200413998,0.052818746,7409,0.213224,1105.1,0.149156431,332.1,0.044823863,-0.246308135,184.7,0.02492914,-0.301030101,4.9251,-0.249805791,-30.7,-1.189507343,-187.9,2.790140391,-218.6,-2.944441974,0.151397,0.071539,0.137627,0.137135,0.040559,0.151397,5.4278,1.1863,1.8867,1.5341,-0.1634,0.125485768,1661210.762,3.265853467,2.869697194,10.20331041,0.283269574,0,9.258624237,0.04055878,4.1,73.29268293,9.886182005,1465.8,0.101151284
NWSA ,0,0.296,-0.296,1133,-0.439663699,110,0.157894737,0,0,0.571933367,—,0,0,0,0,8654,-0.048488,3532,0.408134966,-1981,-0.228911486,-2.667508418,-2075,-0.239773515,-4.060471976,0.4725,0,851,-0.360631104,-375,-0.316939891,476,-0.391304348,-0.195404,-0.137883,#VALUE!,-0.166088,-0.284724,#VALUE!,—,0.4593,1.2627,1.0142,2.2693,0.10767738,#N/A N/A,-3735.593642,0.575054821,0,#N/A N/A,0,0,-0.284723827,#N/A N/A,#N/A N/A,#N/A N/A,10361,#VALUE!
GPN ,0.084084042,0.296,-0.211915958,781.275,-0.423108873,273.159,-0.048690534,528.376,-0.154279056,-0.622217356,3357.1191,1.52329953,8.259652157,-11.84791689,-0.100405615,2203.847,0.18499,1419.091,0.64391539,406.448,0.184426596,-0.017840616,188.161,0.085378431,-0.100732181,1.5884,0.160771704,-173.475,-1.244409472,-109.876,0.115073526,-283.351,-1.463571294,0.15968,0.062319,#VALUE!,0.108242,0.13946,0.154329,4.5352,0.9331,1.4914,1.1516,-1.5788,0.098201414,580570.8641,23.67659682,0.729910904,36.55713557,1.519459345,#VALUE!,26.77057879,0.139460226,#N/A N/A,#N/A N/A,13.37189189,1995.943,0.074783734
CCI ,0.017599777,0.296,-0.278400223,—,0,—,0,—,0,0,—,0,0,0,0,2432.68,0,—,0,1457.273,0.599040153,0,185.955,0.076440387,0,1.1465,0,772.557,0,-441.383,0,—,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.343112,#VALUE!,—,—,—,—,1.7503,0.09215708,#N/A N/A,333.698,#N/A N/A,#N/A N/A,8.58099117,#VALUE!,#N/A N/A,0.343111712,601.044,1.38871863,62.94053358,#N/A N/A,0.015888013
APTV ,0.527602289,0.296,0.231602289,1105,-0.189288335,485,0.004140787,2464,0.171659534,0.69266055,13904.1937,0.895946498,7.086745005,17.98731397,0.676539899,15519,-0.032542,2658,0.171273922,1962,0.126425672,-0.074091553,1077,0.069398801,-0.059388646,3.7971,0.368324324,1478,0.073347858,-705,0.119047619,773,0.03480589,0.534094,0.111583,0.266422,0.251723,0.095109,0.534094,3.6291,0.302,1.4285,0.9708,2.0965,0.098173325,#N/A N/A,676.0378033,1.607853295,87.06713781,0.795956892,#VALUE!,46.54325652,0.095109221,136,10.85294118,10.07354876,5632,0.099269882
AAP ,0.525753655,0.296,0.229753655,598.111,9.329890675,0,0,605.088,0.454594407,0.00823868,5254.5953,0.846832032,6.204805404,12.6892248,-0.031781765,6205.003,0.005598,3098.036,0.499280339,846.859,0.136480031,0.007456658,386.8,0.062336795,-0.017343831,5.2437,0.017384218,685.281,-0.173213698,-271.182,0.01138631,414.099,-0.261487017,0.375788,0.093758,0.265412,0.264314,0.105933,0.358654,3.1706,0.2337,1.244,0.2767,2.527,0.078597917,200161.3871,265.1371518,1.500683712,49.97860731,0.842342447,0,33.32382412,0.105933067,33.841,19.42362814,13.63734837,1821.701,0.073328038
CPRI ,0.274099884,0.296,-0.021900116,106.354,4.048848801,0,0,22.674,-0.801826684,-0.293371103,8895.6755,6.830983433,31.18707141,328.2173745,0,1302.254,0.621052,753.096,0.578301929,285.236,0.219032539,0.756281979,126.137,0.09686052,1.217715421,0.8021,0.937907707,115.29,0.045164449,-88.187,0.53775197,27.103,-0.488236405,0.428846,0.274441,#VALUE!,0.384626,0.190195,0.428846,29.0145,0.6445,2.8124,1.3791,1.3073,0.130073578,311544.0191,81.83082271,2.425234654,4.96978544,5.661910879,0,4.734491377,0.190194847,#N/A N/A,#N/A N/A,58.08480956,494.094,0.017216205
ALGN ,1.058383914,0.296,0.762383914,356.123,0.435574636,0,0,0,0,-3.44402967,1880.8322,3.358383047,18.1893388,19.70592697,0.160369614,560.041,0.167382,416.388,0.743495566,103.403,0.184634696,-0.041117613,58.691,0.104797684,-0.120285988,1.1667,0.268152174,133.778,0.025362347,-38.333,0.260788054,95.445,-0.04616999,0.109488,0.083512,#VALUE!,0.11079,0.152832,0.109488,9.5642,2.1498,3.1186,2.7853,3.4899,0.142205339,176335.3275,-23.42628049,0.796884694,0,3.990207413,0.076546181,0,0.152831668,#N/A N/A,#N/A N/A,23.78509587,583.801,0.042043135
ILMN ,1.077559043,0.296,0.781559043,1350.204,0.135037257,0,0,842.373,0.04335564,-1.908629651,6278.0482,5.466226156,23.59538695,28.14107274,0.881000741,1148.516,0.088089,773.528,0.673502154,266.071,0.231665036,-0.006177981,151.254,0.131695161,0.746017454,1.4041,0.166292881,291.873,-0.185030993,-68.781,-0.11592545,223.092,-0.204209175,0.126372,0.063526,0.087509,0.066955,0.174793,0.126372,5.0421,4.4331,5.8674,5.139,4.2435,0.100548955,478548.3333,-61.63336877,0.48237467,63.88481254,5.863388277,0.201150876,38.98153316,0.174792515,37.779,5.313851611,38.99403231,2188.255,0.02564495
ADS ,0.887610098,0.296,0.591610098,893.352,3.131814461,0,0,2854.839,0.222513939,1.718733132,9142.0173,2.510584502,8.010600137,8.982708957,0.253472278,3641.39,0.147514,1534.778,0.421481357,1141.24,0.313407792,0.181612142,422.256,0.115960114,0.339279258,6.28,0.233016571,1134.19,0.12146474,-116.455,0.584378656,1017.735,0.085184652,1.19882,0.040252,#VALUE!,0.192591,0.26758,1.19882,1.8211,0.1775,1.8145,0.251,9.7393,0.081599242,340316.8224,444.8834205,0.347123228,540.1909602,1.988020531,0,84.37966072,0.267580237,#N/A N/A,#N/A N/A,23.05079024,3634.572,0.043382461
LKQ ,0.574919318,0.296,0.278919318,59.77,0.238833503,0,0,1118.478,0.169863065,2.083586883,7342.5179,1.780898026,14.4504188,62.25902319,-0.246786613,4122.93,0.260888,1724.14,0.418183185,508.118,0.123241966,0.221472735,261.225,0.063359067,0.242366739,0.8437,1.229062087,206.19,-0.026358537,-88.255,0.021280781,117.935,-0.0591994,0.144796,0.075464,0.098998,0.095323,0.106224,0.144796,6.3215,0.1225,2.8371,0.7615,2.3363,0.098942335,203100,11.61603364,1.191054374,56.94625614,1.513872659,0,36.28392135,0.106223729,31.429,13.93467816,25.00906727,3196.901,0.039985498
NLSN ,0.566852223,0.296,0.270852223,288,-0.097178683,48,5,6584,-0.026467544,4.497142857,17433.4832,3.22424324,12.452488,26.73847117,0.017720193,5407,-0.022596,3182,0.588496394,1400,0.258923618,0.058201058,273,0.050490105,2.25,1.0184,0.03024785,784,0.223088924,-132,-0.254237288,652,0.405172414,0.057095,0.01877,0.046109,0.046935,0.162752,0.057095,3.1072,0.1645,0.9572,0.7984,5.9394,0.06240224,154485.7143,-171.3757332,0.371755646,132.2619526,2.046808005,0,56.9451652,0.162751988,390,2.256410256,30.03616319,12492,0.0332932
GRMN ,0.164114234,0.296,-0.131885766,2872.575,0.151187325,0,0,0,0,-4.135420881,4951.0992,1.823156011,7.127709116,7.660682655,-0.057688017,2715.675,-0.015549,1438.48,0.529695195,694.627,0.255784289,0.071455896,543.707,0.200210629,0.042213213,2.7489,0.032877433,684.745,-0.167315227,-38.445,0.002059115,646.3,-0.175604106,0.160188,0.116766,0.159803,0.154783,0.222471,0.056824,5.5772,1.5228,2.7899,2.1869,17.811,0.085673049,#N/A N/A,202.6215555,0.584615706,0,2.870873724,0.119960231,0,0.222471393,0,#N/A N/A,14.55121153,3493.288,0.0687228
XEC ,0.828925259,0.296,0.532925259,69.538,27.90191189,0,0,750,0.851851852,0.627177617,5679.6477,3.497453536,5.234896157,-10.61755314,-0.005665624,1623.938,-0.079713,672.106,0.413874175,1084.959,0.668103708,-0.117013554,353.823,0.217879623,-0.33232377,4.403,-0.280884563,1192.764,-0.077004508,-1727.694,0.041531805,-534.93,0.459459902,0.107132,0.060677,0.093488,0.076105,0.351641,0.094627,2.0168,0.1077,0.7279,0.5761,0.6904,0.132658481,1908270.27,-245.9251864,0.278488139,21.5843736,3.013059372,0,17.75258856,0.351640888,14.143,40.37636994,13.11143745,5109.562,0.076269288
ZTS ,0,0.296,-0.296,317,3.012658228,15,-0.0625,582,0.012173913,0.296089385,—,0,0,0,0,4336,0.024333,2773,0.63952952,895,0.206411439,0.310395315,436,0.100553506,0.779591837,1.0825,0,454,-0.086519115,-126,-0.066666667,328,-0.093922652,0.112574,0.072831,0.101866,0.091438,0.160286,0.096308,—,0.2823,2.5503,1.0837,3.6032,0.093536999,466236.5591,-84.40484223,0.724296333,14.40237565,#N/A N/A,0.094326568,12.58922777,0.160285978,31,22.41935484,#N/A N/A,4809,#VALUE!
DLR ,-0.257312907,0.296,-0.553312907,56.281,0.385173882,620.164,0.074479881,4278.565,0.455190276,6.189743484,13338.2558,10.42811346,19.55348857,-7.138613065,0.264721968,1279.067,0.20359,—,0,682.142,0.533312172,0.237257271,171.662,0.134208763,0.311718678,1.4826,0.113899324,542.948,0.354133621,-2411.414,1.85838545,-1868.466,3.220881375,0.070332,0.028199,0.032494,0.055602,0.286207,-0.068108,—,—,—,—,0.2252,0.060887136,1822032.764,-264.7278451,0.171482218,122.3011825,6.142033539,#VALUE!,55.01598377,0.286207056,157.108,2.330104132,45.79080704,7776.949,0.021838445
EQIX ,-0.125085489,0.296,-0.421085489,418.705,-0.542170743,84.178,0.245218266,3010.747,-0.028518649,3.242760205,12733.8535,6.717074405,15.93061894,-33.30104528,0.823120657,1895.744,0.179795,951.749,0.502045107,799.332,0.421645539,0.220657965,144.666,0.076310936,0.538934513,2.9696,0.633263667,632.026,0.07558938,-1014.412,0.479435593,-382.386,2.899271919,0.067483,0.024276,0.054055,0.051832,0.211396,0.067483,2.2713,0.7764,1.1863,1.0802,0.623,0.095499234,601250.8722,-247.1251516,0.318123543,124.4392633,5.221393184,#VALUE!,55.44451602,0.211396159,200.328,2.000484206,69.43583886,5433.914,0.014401785
